title,address,phone,web_site,review_count,review_rating,segment,review_1_name,review_1_note,review_1_texte,review_1_date,review_2_name,review_2_note,review_2_texte,review_2_date,review_3_name,review_3_note,review_3_texte,review_3_date,place_id,cid,latitude,longitude,link
Cabinet HAYAT Immobilier,"107 Rue du Mont-Cenis, 75018 Paris, France",+33 6 03 73 03 78,http://www.cabinet-hayat.fr/,13,4.2,S1 - Outil Claude léger,Jordan de Puch,1,"Appel un jour férié pour fixer une visite la semaine d’après. Très peu d’infos sur l’annonce. agent qui ne vient pas à la visite qui était convenue. Pas de réponse, sur aucun numéro. Annonce retirée du site. Merci pour la perte de temps.",il y a un mois,Emma Vaugeois,5,"Je recommande vraiment Johannes. Grâce à lui, j’ai trouvé un appartement à Paris en à peine deux jours. Il connaît super bien son domaine, propose des biens de qualité et prend le temps de comprendre ce qu’on recherche vraiment.  Ce que j’ai le plus apprécié, c’est son honnêteté et sa transparence. Avec Johannes, pas de mauvaise surprise : il dit les choses clairement et il tient sa parole. On peut lui faire confiance sans hésiter. Sérieux, efficace et investi dans son travail, c’est vraiment un agent immobilier sur qui on peut compter. Merci encore ! Emma",il y a 6 mois,Ferry Raphaelle,5,Nous avons acheté via le cabinet hayat un bien au 135 rue de Mont Cenis. Ayant déjà acheté à plusieurs reprises nous avons été surpris de l'engagement et du professionnalisme du Cabinet. Leur aide à été au-delà de leurs mission d'agent co qui se limite souvent à une simple ouverture de porte (aide avec Enedis / gardien / nombreuses visites / proposition de prestataire travaux) une petite agence à taille humaine (et non une grande chaine impersonnelle) une adresse qu'on préférerai garder confidentielle.,il y a 7 mois,ChIJRSGYwsEN5kcRUI18VZNPLF8,6857943826791435600,48.894579799999995,2.3453603999999997,https://www.google.com/maps/place/Cabinet+HAYAT+Immobilier/data=!4m7!3m6!1s0x47e60dc1c2982145:0x5f2c4f93557c8d50!8m2!3d48.8945798!4d2.3453604!16s%2Fg%2F11nf9y0m54!19sChIJRSGYwsEN5kcRUI18VZNPLF8?authuser=0&hl=fr&rclk=1
AFDI,"16 R. de Turbigo, 75002 Paris, France",+33 1 42 60 00 00,https://afdi.net/job-location/guadeloupe/,8,4.5,S1 - Outil Claude léger,Sfia Dldi,1,"Surprise par la négligence professionnelle de cette structure qui a laissé, toute une nuit durant, une photocopie RECTO VERSO à la vue de tous. Un manque d’inattention qui aurai pu, si ce n’est pas déjà le cas, coûté cher à cette personne. J’espère qu’à l’avenir votre personnel prendra en compte la confiance que vous accorde vos clients et la respecteront.",il y a 4 ans,vincent pruvost,5,"En pleine recherche d'un 1er achat sur Paris, je suis tombé sur un sublime appartement géré par cette agence. J'ai rapidement eu l'occasion de discuter avec Fabien Siabas, le feeling est tout de suite passé ! Si vous souhaitez une personne très professionnelle, agréable, dynamique, hyper réactive et qui fera tout pour vous apporter les réponses à vos questions et besoins, c'est LA personne qu'il vous faut ! Voila une agence qui s'intéresse réellement au client Merci beaucoup pour votre travail !",il y a 4 ans,EcoLogik/,5,Comprends pas ceux qui mettent une mauvaise note soit dissant à cause de leur télé qui reste allumée à l'intérieur de l'agence. Ce n'est pas illégal. bref trés bon relationnel dans cette agence,il y a 6 ans,ChIJAbNCnBlu5kcRD4goc8g76ok,9937821259857954831,48.8639027,2.349792,https://www.google.com/maps/place/AFDI/data=!4m7!3m6!1s0x47e66e199c42b301:0x89ea3bc87328880f!8m2!3d48.8639027!4d2.349792!16s%2Fg%2F11vsbnxkrc!19sChIJAbNCnBlu5kcRD4goc8g76ok?authuser=0&hl=fr&rclk=1
Agence Immobilière Hepi Immobilier,"111 Av. Victor Hugo, 75116 Paris, France",+33 1 47 04 35 36,http://www.hepi-immo.com/,0,0,S1 - Outil Claude léger,,,,,,,,,,,,,ChIJV04iRvdv5kcR8hFjBgrHtMo,14606518337340117490,48.8682938,2.2831289,https://www.google.com/maps/place/Agence+Immobili%C3%A8re+Hepi+Immobilier/data=!4m7!3m6!1s0x47e66ff746224e57:0xcab4c70a066311f2!8m2!3d48.8682938!4d2.2831289!16s%2Fg%2F1tf5pk2d!19sChIJV04iRvdv5kcR8hFjBgrHtMo?authuser=0&hl=fr&rclk=1
Agenda Immobilier,"7 Rue des Quatre Vents, 75006 Paris, France",+33 1 40 51 79 56,https://agenda-immobilier.com/fr/,2,5,S1 - Outil Claude léger,Isabelle Martin,5,"Voilà maintenant vingt ans que je vis dans le quartier, et je recommande sans hésitation cette agence immobilière. Monsieur Terrenoire ainsi que les frères Boubel font preuve d’une grande honnêteté, de bienveillance et d’un professionnalisme remarquable. Leur efficacité dans la vente est indéniable : ils ont su mener à bien la vente de mes deux appartements, ainsi que ceux de membres de ma famille et d’amis. Je leur suis profondément reconnaissante et continue de leur accorder toute ma confiance.",il y a un mois,John Efstratudakis,5,"Friendly, honest, and competent in their service. Recommend fully.",il y a une semaine,,,,,ChIJJec9JwBx5kcR8EkDPPeuqxA,1201246102511372784,48.8516714,2.3379575,https://www.google.com/maps/place/Agenda+Immobilier/data=!4m7!3m6!1s0x47e67100273de725:0x10abaef73c0349f0!8m2!3d48.8516714!4d2.3379575!16s%2Fg%2F11y_yj1yg6!19sChIJJec9JwBx5kcR8EkDPPeuqxA?authuser=0&hl=fr&rclk=1
Le Vestiaire de L'Immobilier,"220 Rue de Charenton, 75012 Paris, France",+33 1 40 21 39 83,https://www.lvi-agence.com/,19,4.8,S1 - Outil Claude léger,Amy,5,"J’ai eu un véritable coup de cœur pour un appartement acheté à Montrouge avec Le Vestiaire de l’Immobilier. L’équipe a été d’une grande aide tout au long de mon projet, avec un accompagnement attentif et professionnel. Ils ont su répondre à toutes mes questions, souvent avec une grande disponibilité et beaucoup de pédagogie. Une expérience très positive ! Un suivi personnalisé, humain et efficace — je recommande sans hésiter !",il y a 7 mois,Diana Anitei,5,Pablo Lemonnier est un conseiller immobilier exceptionnel. Il prend vraiment le temps de comprendre les besoins de ses clients et reste disponible à chaque étape. Son sérieux et sa bienveillance font toute la différence. Une expérience très positive !,il y a 3 mois,Charles Gaydon,5,"Excellente expérience de visite immobilière. Pablo a pris le temps d'un échange, d'une présentation transparente du bien visité, et la visite elle même s'est faite dans de très bonnes conditions, rares sur le marché parisien.",il y a 2 mois,ChIJKQ12PMBz5kcRBaF4RQWsQZo,11115354493967442181,48.8403892,2.3878676,https://www.google.com/maps/place/Le+Vestiaire+de+L%27Immobilier/data=!4m7!3m6!1s0x47e673c03c760d29:0x9a41ac054578a105!8m2!3d48.8403892!4d2.3878676!16s%2Fg%2F11y9pxkhn1!19sChIJKQ12PMBz5kcRBaF4RQWsQZo?authuser=0&hl=fr&rclk=1
S.T Investimmo,"1 Rue Jules Michelet, 60140 Liancourt, France",+33 3 44 56 75 58,http://www.stinvestimmo.fr/,66,4.6,S3 - Full power,Dulciana Pochot,5,"Nous tenons à remercier chaleureusement Monsieur STUBERT pour son accompagnement lors de la visite de la maison que nous venons d’acheter.  Professionnel, disponible et à l’écoute, il a su répondre à toutes nos questions avec transparence et nous mettre en confiance à chaque étape. Sa connaissance du bien et son sérieux ont largement contribué à notre décision et à la finalisation de notre achat.  Nous recommandons Monsieur STUBERT sans hésitation à toute personne recherchant un agent immobilier fiable et humain.",il y a 5 mois,Carlos Goncalves,5,"Excellente expérience avec l’agence ST Investimmo pour la vente de ma maison.  Tout s’est très bien passé : équipe réactive, professionnelle, efficace et toujours disponible. J’ai particulièrement apprécié la qualité du suivi et la fluidité de l’accompagnement à chaque étape.  Monsieur Stubert, le responsable de l’agence, a été parfait : agréable, sérieux, très professionnel et toujours disponible lorsque j’avais besoin d’échanger.  Je recommande cette agence sans hésitation.",il y a 2 mois,John Ntambwe,5,"Je recommande fortement Invest’immo ! Ils m’ont trouvé ma maison rapidement et m’ont accompagné tout au long de mon achat. L’ équipe est professionnelle, réactive et vraiment à l’écoute. Grace à eux, tout s’est déroulé simplement et efficacement. merci encore pour votre accompagnement !",il y a 2 mois,ChIJ5wjM689K5kcRwnhFUB1N6vU,17720060472138758338,49.3300413,2.465206,https://www.google.com/maps/place/S.T+Investimmo/data=!4m7!3m6!1s0x47e64acfebcc08e7:0xf5ea4d1d504578c2!8m2!3d49.3300413!4d2.465206!16s%2Fg%2F1tfllr4d!19sChIJ5wjM689K5kcRwnhFUB1N6vU?authuser=0&hl=fr&rclk=1
Building Partners – Agence immobilière Levallois-Perret,"65 Rue du Président Wilson, 92300 Levallois-Perret, France",+33 1 47 31 01 74,https://www.bpimmo.com/,349,4.7,S3 - Full power,MOKHTAR BOUHADDJAR,5,"Excellente agence immobilière. Mon bien a été vendu rapidement grâce à leur sérieux et leur professionnalisme. Très bon accompagnement du début à la fin, avec une approche humaine et rassurante. Je recommande sans hésiter. Merci tout particulièrement à Jean-Baptiste LE GOFF.",il y a 4 mois,Sophie Chastain-Lopez,5,"Équipe extrêmement professionnelle (particulièrement Jean-Baptiste et Hélène) qui travaille en transparence et dans la confiance. Efficacité dès l’estimation, dans le process de visites etc. Équipe accompagnante jusqu’à la vente. Bravo. Je recommande.",il y a 4 mois,M Fabre,5,"Grand professionnalisme de toute l'équipe, très bon suivi des dossiers de vente (2 biens vendus en quelques mois). Je recommande vivement cette agence! Martine",il y a 5 mois,ChIJuUiTl4Rv5kcR7crEJHGuc8s,14660253012992510701,48.8927586,2.2894153999999998,https://www.google.com/maps/place/Building+Partners+%E2%80%93+Agence+immobili%C3%A8re+Levallois-Perret/data=!4m7!3m6!1s0x47e66f84979348b9:0xcb73ae7124c4caed!8m2!3d48.8927586!4d2.2894154!16s%2Fg%2F1tk2276s!19sChIJuUiTl4Rv5kcR7crEJHGuc8s?authuser=0&hl=fr&rclk=1
STH Immobilier,"170 Rue de Lourmel, 75015 Paris, France",+33 1 45 58 62 02,http://sth-immo.fr/?utm_source=gmb,65,4.2,S3 - Full power,Aïmad Farissi,5,"Dans le cadre de mes recherches pour trouver un appartement en location sur Paris, j’ai sollicité cette agence immobilière. Le personnel a été réactif et professionnel. Il a su tenir compte de mes attentes et exigences. Je la conseille sans hésitation !",il y a 3 mois,Jana Seigneurin,5,"Je recommande vivement STH Immobilier. J’ai été locataire pendant trois ans dans un appartement géré par cette agence et tout s’est toujours parfaitement bien passé. L’équipe est professionnelle, réactive et très à l’écoute. Que ce soit pour des questions administratives, des demandes d’intervention ou le suivi du logement, j’ai toujours obtenu des réponses rapides et efficaces. Aucune mauvaise surprise, une gestion claire et sérieuse du début à la fin. C’est suffisamment rare dans l’immobilier pour être souligné. Une agence de confiance que je recommande sans hésitation.",il y a 4 mois,ln LAING,1,Je suis tres étonnée du manque de professionnalisme de cette agence agence. Suite a une résiliation de mandat apres les 3 mois d'exclusivité L'agence m’a demandé une compensation exorbitante du fait que nous ne voulions plus vendre vendre Je considère cela comme un abus de faiblesse.,il y a 4 mois,ChIJnVsokQxw5kcRkyIWHnYFoFA,5809649524176986771,48.839289,2.2824079999999998,https://www.google.com/maps/place/STH+Immobilier/data=!4m7!3m6!1s0x47e6700c91285b9d:0x50a005761e162293!8m2!3d48.839289!4d2.282408!16s%2Fg%2F1thmk9f_!19sChIJnVsokQxw5kcRkyIWHnYFoFA?authuser=0&hl=fr&rclk=1
IMMOBILIER MONTMARTRE,"81 Rue Lamarck, 75018 Paris, France",+33 1 42 64 81 81,http://immobilier-montmartre.com/,34,4.6,S2 - Auto partielle + Claude,Antoine MARCELLI,5,"J’ai eu une excellente expérience avec l’agence Immobilier Montmartre. Toute l’équipe a fait preuve d’un grand professionnalisme, d’une réactivité remarquable et d’une vraie connaissance du marché local. Leur accompagnement a été à la fois humain, transparent et efficace à chaque étape du processus.  Mention spéciale à  Pascal et Florence pour la disponibilité, les conseils avisés et l'engagement sans faille. Grâce à eux, mon projet s’est concrétisé dans les meilleures conditions.  Je recommande cette agence les yeux fermés à toute personne souhaitant vendre, acheter ou louer dans le quartier de Montmartre. Un vrai partenaire de confiance !",il y a 8 mois,Christiane Jourdain,5,"Cela fait plus de 20 ans que Florence (Immobilier Montmartre) gère la location de mes deux appartements à Paris, alors que je réside à Londres. Je tiens à souligner leur professionnalisme, leur fiabilité et leur réactivité exceptionnels.  Même à distance, je me suis toujours senti en totale confiance grâce à un suivi rigoureux et une communication fluide. C’est un vrai soulagement de savoir mes biens entre de si bonnes mains.  Un grand merci pour votre accompagnement fidèle et de grande qualité au fil des années. Je recommande vivement leurs services !",il y a un an,Aldric Rabe,5,Super agence qui propose de magnifiques bien,il y a 2 mois,ChIJ4bt2dVpu5kcRBXh-bwOkMSI,2463930805810788357,48.890232,2.336121,https://www.google.com/maps/place/IMMOBILIER+MONTMARTRE/data=!4m7!3m6!1s0x47e66e5a7576bbe1:0x2231a4036f7e7805!8m2!3d48.890232!4d2.336121!16s%2Fg%2F1tt0qfdr!19sChIJ4bt2dVpu5kcRBXh-bwOkMSI?authuser=0&hl=fr&rclk=1
Oralia Hilde,"66 Bd Saint-Germain, 75005 Paris, France",+33 1 40 51 78 00,http://www.hilde-immo.com/,69,4.2,S3 - Full power,Eris Van-Poucke,5,"Voilà plus de deux mois que je suis en recherche d'appartement et j'ai de fait croisé un bon nombre d'agent immobilier ! Kelly fait partie de ces agents avec qui je me suis sentie écoutée et soutenue dans ma recherche. Souriante et à l'écoute, elle n'a pas hésité à répondre rapidement à mes questions et à s'adapter à mes disponibilités pour une visite (un point non négligeable lorsqu'on travaille en parallèle). Je suis ravie d'avoir croisé son chemin et peut-être que nous nous recroiserons, qui sait :)",il y a 2 ans,Marin Pavard,5,"Lors de la visite d'un appartement j'ai été très bien accueillie par Mme Ribeiro, qui en plus d'avoir réponse à toute mes questions sur le bien, à su être de très bons conseils sur le quartier. Une super réactivité et amabilité dans la prise de contact. Je recommande.",il y a 2 ans,Jean Poche,5,"Site internet clair avec des appartements de qualité et même visitables (pas toujours si évident à Paris). Côté visite, j’ai été reçu de manière très pro par M. Khramov: visite très complète du bien, réponses à des questions demandants à connaître le bâtiment/le quartier, et toujours avec le sourire ou une idée pour aménager/mettre en valeur l’endroit. Tout ça m’a fait prendre l’appartement ! Dans la jungle de l’immobilier parisien je recommande vraiment Oralia, parce que la fiabilité est précieuse. Merci.",Modifié il y a un an,ChIJ6wUnxeZx5kcR_C3Fzjdxw4Q,9566614517971234300,48.850476199999996,2.3477371,https://www.google.com/maps/place/Oralia+Hilde/data=!4m7!3m6!1s0x47e671e6c52705eb:0x84c37137cec52dfc!8m2!3d48.8504762!4d2.3477371!16s%2Fg%2F1th62ppw!19sChIJ6wUnxeZx5kcR_C3Fzjdxw4Q?authuser=0&hl=fr&rclk=1
VENDRAND ET ASSOCIES,"62 Rue Gay-Lussac, 75005 Paris, France",+33 9 81 67 00 79,http://www.vendrandetassocies.com/,4,5,S1 - Outil Claude léger,Thomas Coutheillas,5,"Nous avons récemment confié notre appartement en gestion à Monsieur Vendrand. Nous sommes  très satisfaits de l'accueil, des interactions, du service et du professionnalisme de l'agence. A chaque étape, l'agence nous a accompagnés comme prévu et conformément à nos attentes. Nous recommanderions volontiers Vendrand et Associés pour toute démarche immobilière",il y a 7 ans,sylvain fonck,5,M. VENDRAND m'a trouvé à plusieurs reprises des locataires pour mes appartements avec d'excellents profils. Il assure également la gestion de mes biens ce qui  qui me permet d'être totalement déchargé des soucis habituels. Son Cabinet a également assuré la vente rapide d'un de mes appartements avec des honoraires très compétitifs.,il y a 7 ans,Christine Cabellic,5,"Entière satisfaction lors de l'achat de mon appartement à Paris XVIème avec cette agence Vendrand et associés. Relations aisées , de confiance, dans un climat favorisant la sérénité dont tout acheteur a besoin dans cet acte important de sa vie. C.C.",il y a 7 ans,ChIJD5t3DMJx5kcR0tCyDGFM7vE,17432955187306352850,48.842214,2.3429409999999997,https://www.google.com/maps/place/VENDRAND+ET+ASSOCIES/data=!4m7!3m6!1s0x47e671c20c779b0f:0xf1ee4c610cb2d0d2!8m2!3d48.842214!4d2.342941!16s%2Fg%2F11f156dh06!19sChIJD5t3DMJx5kcR0tCyDGFM7vE?authuser=0&hl=fr&rclk=1
GAIA IMMOBILIER,"44 Rue Madeleine Michelis, 92200 Neuilly-sur-Seine, France",+33 1 83 81 15 42,https://www.gaiaimmobilierparis.fr/,80,3.8,S3 - Full power,Mendes Lino,5,J’ai changé récemment de syndic et je voulais partager mon enthousiasme pour L’équipe de GAIA. Je suis toujours bien reçu quand j’appelle leur bureau. Ils répondent à mes demandes avec réactivité et efficacité. Je me sens pris en compte.,il y a un an,Etienne Harguindeguy,5,"Après une période difficile avec notre ancien syndic, nous retrouvons le plaisir de travailler avec des personnes compétentes et professionnelles. Mme Auger fait de son mieux pour répondre à nos questions, et grâce à son dévouement, GAIA a su remettre notre copropriété sur les rails. Nous la remercions sincèrement pour son travail.",il y a un an,BERHILI Amine,5,"Je suis extrêmement satisfait des services offerts par Gaïa Immobilier en tant que gestionnaire de copropriété. Leur équipe est toujours professionnelle, réactive et à l'écoute des besoins des résidents. Grâce à leur expertise et à leur gestion efficace, notre copropriété est bien entretenue et les problèmes sont résolus rapidement. Je recommande vivement Gaïa Immobilier à toute copropriété recherchant un gestionnaire fiable et compétent.",il y a 2 ans,ChIJNUW_jQdv5kcRSs6Hnps2id0,15963350396198964810,48.883811699999995,2.2780698,https://www.google.com/maps/place/GAIA+IMMOBILIER/data=!4m7!3m6!1s0x47e66f078dbf4535:0xdd89369b9e87ce4a!8m2!3d48.8838117!4d2.2780698!16s%2Fg%2F11rhw1lbgk!19sChIJNUW_jQdv5kcRSs6Hnps2id0?authuser=0&hl=fr&rclk=1
Aleph Gestion,"13 Rue du Parchamp, 92100 Boulogne-Billancourt, France",,https://aleph-gestion.fr/,5,1,S1 - Outil Claude léger,Valentin Sarraf,1,"Ils sont au taquet pour envoyer des relances de paiements à l’avance mais nous avons un trou dans un fenêtre à cause d’une intempérie depuis 3 semaine et il sont incapables de m’aider auprès du syndic pour faire la réparation. Avec deux bébés à la maison c’est pas commode. Message vocal, mail … aucune réaction.",il y a un an,Julie B,1,"Bonjour, Pourriez vous modifier vos coordonnées telephonique fix, car vous avez pris celle de l'agence immobilire Rive Ouest. Nous n'avons aucun rapport avec votre société. Nous sommes sollicité fréquemment et souvent par des gens mécontents. Merci de faire la modification rapidement avant que nous fassions cela de façon plus formelle. Cela nous porte préjudice. Merci par avance de votre compréhenssion. bien à vous. Julie de l'agence Rive Ouest avenue jean baptiste clement.",il y a 2 ans,Audrey Allouch,1,"Je déconseille. Quoi penser d une agence qui vous force la main pour louer à une de ses salariés (et cousine du patron) votre appartement alors que son salaire ne répond pas aux critères usuels, puis lui donne les clefs sans qu elle ait payé le 1er loyer et la caution, puis ne veut pas assumer ses responsabilités quand la même salariée-cousine part avec 4 mois de loyers impayés !",il y a 3 ans,ChIJRd5qudl65kcRrKhrJJfjhuQ,16467099325817399468,48.8467984,2.2352909999999997,https://www.google.com/maps/place/Aleph+Gestion/data=!4m7!3m6!1s0x47e67ad9b96ade45:0xe486e397246ba8ac!8m2!3d48.8467984!4d2.235291!16s%2Fg%2F11h40zhzgr!19sChIJRd5qudl65kcRrKhrJJfjhuQ?authuser=0&hl=fr&rclk=1
Alexandre Immobilier,"34 Av. Laplace, 94110 Arcueil, France",+33 1 49 85 05 06,http://www.alexandrimmo.com/,82,4.6,S3 - Full power,Racha El Bourkadi,5,"Très bonne expérience pour la location de mon appartement. Monsieur Peron a fait preuve d’un grand professionnalisme, d’une réactivité remarquable et d’un accompagnement de qualité. Le dossier a été géré avec sérieux et efficacité du début à la fin. Une agence sérieuse que je recommande sans hésiter.",il y a 5 mois,sat habib,5,"Nous avons fait l’acquisition d'un appartement sur Cachan par l'intermédiaire  de l'agence Alexandre Immobilier. Notre conseiller M. Mazmanian a été d'une aide précieuse tout le long du processus. Très réactif, Il nous a prodigué de bons conseils et a répondu de façon très professionnelle  à nos demandes. Nous remercions beaucoup M. Mazmanian pour son investissement et la conclusion heureuse de cette transaction et recommandons vivement Alexandre Immobilier.",il y a 5 mois,Duc Linh Pham,5,Cela fait déjà plusieurs années que je fais appel aux services de l'agence (location et vente de bien) et tout s'est toujours parfaitement bien passé. Tous les renseignements m'ont été apportés et toutes les transactions se sont déroulées a merveille. Agence très sérieuse.,il y a 2 mois,ChIJoW4xWw5x5kcRgg8A7fS3xOM,16412445204621037442,48.8081396,2.3329698999999997,https://www.google.com/maps/place/Alexandre+Immobilier/data=!4m7!3m6!1s0x47e6710e5b316ea1:0xe3c4b7f4ed000f82!8m2!3d48.8081396!4d2.3329699!16s%2Fg%2F1tf79dlw!19sChIJoW4xWw5x5kcRgg8A7fS3xOM?authuser=0&hl=fr&rclk=1
Agence Alexandre,"2 Grande Rue, 89340 Villeneuve-la-Guyard, France",+33 3 86 66 40 77,https://www.agence-alexandre.com/,18,3.5,S1 - Outil Claude léger,ISA VAU,1,"NE LA RECOMMANDE SURTOUT PAS !!! Une fois que le mandat d'exclusivité est signé, les contacts cordiaux deviennent vite inexistants voire désagréables. Annonce mise tardivement surle site, soit disant qu'il y avait des problèmes avec l'informatique. Obligé de menacer de dénoncer le mandat exclusif pour avoir des nouvelles des visites et des compte-rendus. Bizzarrement, le lendemain, un acheteur était intéressé. Jusqu'à la fin et la signature de la vente, le responsable est désagréable, incorrect, et malhonnête. À EVITER ABSOLUEMENT ....",il y a 3 ans,Villethierry,2,"A eu en vente ma maison,jamais de visite,bidon",il y a 7 mois,Fred Perani,5,Super équipe qui nous a bien conseillé Merci à vous,il y a 5 ans,ChIJaXBOymlq70cR1-3-c3OEVLg,13282386832424627671,48.3392163,3.0670075,https://www.google.com/maps/place/Agence+Alexandre/data=!4m7!3m6!1s0x47ef6a69ca4e7069:0xb854847373feedd7!8m2!3d48.3392163!4d3.0670075!16s%2Fg%2F1tx1sjh_!19sChIJaXBOymlq70cR1-3-c3OEVLg?authuser=0&hl=fr&rclk=1
Elegance Properties,"91 Rue du Faubourg Saint-Honoré, 75008 Paris, France",+33 6 13 14 13 75,https://elegance-properties.com/fr/,33,5,S2 - Auto partielle + Claude,Stephane Renaud,5,"J’ai confié plusieurs biens à Valérie, notamment des appartements à Paris ainsi qu’un projet immobilier à l’île Maurice. Elle a été professionnelle du début à la fin : réactive, transparente, à l’écoute, et surtout très efficace.  Pour la partie Maurice, son équipe commerciale avec Alban et Margot a également été d’un très grand professionnalisme. L’ensemble du suivi a été fluide, sérieux et parfaitement organisé.  Les ventes ont été gérées rapidement et dans de très bonnes conditions. L’accompagnement est vraiment premium, Valérie maîtrise parfaitement ses marchés en France comme à l’international, et je la recommande sans hésitation pour toute transaction",il y a 6 mois,William Legendre,5,"Je tiens à exprimer toute ma gratitude à Valérie, spécialiste dans l'immobilier, pour ses conseils avisés et son dévouement exceptionnel. Elle a pris le temps de comprendre mes besoins et m'a guidé tout au long de mon projet d'achat immobilier futur. Sa patience, sa disponibilité et son expertise ont été d'une aide précieuse. Je recommande vivement ses services à toute personne en quête d'un professionnel de l'immobilier fiable et compétent. Merci Valérie !",il y a un an,François De Senneville,5,Toujours un plaisir de travailler avec Valérie Lefèvre et sa société Élégance Properties. Une excellente professionnelle de l’immobilier qui sait s’entourer des autres talents dont ont besoin ses clients pour accompagner leur réflexion et leur permettre de structurer leur projets.,il y a un an,ChIJ3Wzf9tlv5kcRuJZ_O5uptmk,7617462303927015096,48.871875499999994,2.3131109999999997,https://www.google.com/maps/place/Elegance+Properties/data=!4m7!3m6!1s0x47e66fd9f6df6cdd:0x69b6a99b3b7f96b8!8m2!3d48.8718755!4d2.313111!16s%2Fg%2F11yb7k54qy!19sChIJ3Wzf9tlv5kcRuJZ_O5uptmk?authuser=0&hl=fr&rclk=1
L'AGENCE DES ABBESSES,"15 Rue des Abbesses, 75018 Paris, France",,http://www.lagencedesabbesses.com/,49,4.8,S3 - Full power,Arnaud FLAMENT-LUBAC,5,"Je ne peux que recommander cette agence, grâce à Arnaud qui a été absolument exceptionnel, j'ai pu relouer mon bien en 15 jours. Il a été ultra réactif, il a su s'adapter et toujours disponible. Un énorme MERCI et BRAVO !",il y a une semaine,Damien L.,5,"Ma première prise de contact avec Ève a été décisive dans ma décision de faire confiance à l’Agence des Abbesses pour ma recherche d’appartement. Et je n’ai vraiment pas eu tort. Tout au long de notre collaboration, elle s’est révélée être une professionnelle profondément impliquée, toujours disponible et d’une réactivité précieuse. Ajoutez à cela son naturel souriant et bienveillant, et vous êtes entre les meilleures mains qui soient. Une véritable perle 😊",il y a 7 mois,Charles,5,J’ai été accompagné par Ève lors de mon acquisition. Elle a été d’un professionnalisme sans précédent et a su s’adapter face aux problématiques rencontrées. C’est une agence que je recommande et par laquelle je n’hésiterai pas à repasser à l’avenir. Merci encore.,il y a 8 mois,ChIJ-73P_0Ru5kcR3CH-HTKySaM,11766131429803434460,48.8841454,2.3384316,https://www.google.com/maps/place/L%27AGENCE+DES+ABBESSES/data=!4m7!3m6!1s0x47e66e44ffcfbdfb:0xa349b2321dfe21dc!8m2!3d48.8841454!4d2.3384316!16s%2Fg%2F1tj72xgg!19sChIJ-73P_0Ru5kcR3CH-HTKySaM?authuser=0&hl=fr&rclk=1
Agence immobilière à Neuilly-sur-Seine : Fair and Square Immobilier,"23 Rue de Chartres, 92200 Neuilly-sur-Seine, France",+33 1 56 55 55 25,https://www.fair-square.fr/,112,4.9,S3 - Full power,Yoan Ngoki,5,"Excellente expérience avec l’agence Fair and Square pour l’achat de mon appartement. Valentin Fortuna a été à l’écoute, disponible et très professionnel tout au long du processus. Il a su me conseiller avec transparence et m’accompagner jusqu’à la signature. Un vrai suivi de qualité, je recommande sans hésiter !",il y a 4 mois,Evan Le Dantec,5,J’ai confié la mise en location de mon appartement à l’agence Fair and Square et je suis entièrement satisfait. Valentin Fortuna a été très réactif et rigoureux dans la sélection du locataire. Tout a été géré rapidement et avec professionnalisme. Une agence sérieuse que je recommande sans hésiter !,il y a 4 mois,Jerôme Sachet,5,"Ravi de mon acquisition à Boulogne-Billancourt ! L'accompagnement a été parfait,  notamment grâce à  Federica qui a assuré un suivi vraiment super.  Réactive,  rassurante et très pro. Vous pouvez leur faire confiance les yeux fermés.",il y a 4 mois,ChIJJSxwP_Rl5kcRq7tUr_1OlcU,14237372648476949419,48.881293,2.2781766,https://www.google.com/maps/place/Agence+immobili%C3%A8re+%C3%A0+Neuilly-sur-Seine+:+Fair+and+Square+Immobilier/data=!4m7!3m6!1s0x47e665f43f702c25:0xc5954efdaf54bbab!8m2!3d48.881293!4d2.2781766!16s%2Fg%2F11tk3f02kc!19sChIJJSxwP_Rl5kcRq7tUr_1OlcU?authuser=0&hl=fr&rclk=1
IB Immobilier Fontainebleau,"34 Rue Grande, 77300 Fontainebleau, France",+33 1 60 74 56 40,https://www.ibimmobilier.fr/,37,4.8,S2 - Auto partielle + Claude,Didier Locatelli,5,"Un grand merci à Séverine DONADA qui nous a accompagné tout au long de notre dossier. un grand professionnalisme, une grande disponibilité, vraiment une belle rencontre. si il y avait 10 étoiles, nous les mettrions toutes !",il y a un mois,Cyril Blanchard,5,vous cherchez un bien de qualité? l'équipe d'IB Immobilier saura répondre à vos attentes ! Merci à Ludivine pour son travail pour l'acquisition de notre bureau,il y a 2 ans,Thais Remy,5,Nous avons été suivi et aidé par Carole. Super agent qui nous a permis de faire avancer notre dossier avec les notaires. Tout à été très bien gérer et rapidement.  On a apprécier collaboré avec Carole. Merci encore pour son professionnalisme et son sourire.,il y a un an,ChIJEdHFd4n05UcRrj4uN4RjfpA,10411868808039775918,48.404584899999996,2.7010679,https://www.google.com/maps/place/IB+Immobilier+Fontainebleau/data=!4m7!3m6!1s0x47e5f48977c5d111:0x907e6384372e3eae!8m2!3d48.4045849!4d2.7010679!16s%2Fg%2F11p77dwlt3!19sChIJEdHFd4n05UcRrj4uN4RjfpA?authuser=0&hl=fr&rclk=1
